"date" "close"
"24-Apr-07" 0
"25-Apr-07" -2.89840318005237
"26-Apr-07" -3.02555276594441
"27-Apr-07" -4.59793064717612
"30-Apr-07" -5.49200701988188
"1-May-07" -6.56538591031204
"2-May-07" -7.65565377214843
"3-May-07" -9.10152594044702
"4-May-07" -7.69735568189251
"7-May-07" -6.29458667423844
"8-May-07" -6.87052990199095
"9-May-07" -7.38935630044831
"10-May-07" -8.24297377105454
"11-May-07" -10.3632503623666
"14-May-07" -11.6431172758253
"15-May-07" -13.2191904491864
"16-May-07" -12.589510060355
"17-May-07" -12.6668420069235
"18-May-07" -11.9296506037796
"21-May-07" -11.2597652804253
"22-May-07" -11.3649272080413
"23-May-07" -12.4800914947001
"24-May-07" -14.0237298221336
"25-May-07" -14.7357824828215
"29-May-07" -15.1586336451759
"30-May-07" -16.4391050406146
"31-May-07" -16.9946511177648
"1-Jun-07" -17.4011666660723
"4-Jun-07" -18.1302100661674
"5-Jun-07" -19.3559885789395
"6-Jun-07" -18.223656015528
"7-Jun-07" -16.5353843271067
"8-Jun-07" -15.7398177295301
"11-Jun-07" -15.3005066937187
"12-Jun-07" -14.9628546464166
"13-Jun-07" -15.896032341883
"14-Jun-07" -17.9209168239024
"15-Jun-07" -19.6109029584064
"18-Jun-07" -21.779614247212
"19-Jun-07" -24.3161377824045
"20-Jun-07" -25.8785246452204
"21-Jun-07" -26.4371096340749
"22-Jun-07" -24.9318923213273
"25-Jun-07" -22.2559919571192
"26-Jun-07" -19.191815196044
"27-Jun-07" -18.7719821319794
"28-Jun-07" -18.8831261940346
"29-Jun-07" -19.4716282152262
"2-Jul-07" -21.8496017106632
"3-Jul-07" -24.2895844573548
"5-Jul-07" -24.3416216393029
"6-Jul-07" -23.233840957476
"9-Jul-07" -23.4864490035847
"10-Jul-07" -25.4946564480246
"11-Jul-07" -26.6282133964305
"12-Jul-07" -27.1963429410669
"13-Jul-07" -27.1834961539484
"16-Jul-07" -26.4145189888045
"17-Jul-07" -26.8073409948976
"18-Jul-07" -26.5454882421826
"19-Jul-07" -29.0132402141842
"20-Jul-07" -31.6217468123957
