"date" "close"
"24-Apr-07" 0
"25-Apr-07" -1.56858918523433
"26-Apr-07" -3.76080738963078
"27-Apr-07" -5.47577052871724
"30-Apr-07" -6.81946543914508
"1-May-07" -9.36995619796727
"2-May-07" -12.9018072382159
"3-May-07" -14.3340136218091
"4-May-07" -15.4190354285769
"7-May-07" -15.7689115096309
"8-May-07" -17.0633967941427
"9-May-07" -16.8949997800129
"10-May-07" -18.7514374957138
"11-May-07" -20.9168334291879
"14-May-07" -22.3437809588857
"15-May-07" -23.3712123454312
"16-May-07" -23.5075943209102
"17-May-07" -24.1298335801802
"18-May-07" -24.0389179878533
"21-May-07" -24.0827791360996
"22-May-07" -23.9514824980013
"23-May-07" -24.3624243326563
"24-May-07" -25.914262338351
"25-May-07" -28.022066616124
"29-May-07" -29.4648060410415
"30-May-07" -30.8951510982153
"31-May-07" -32.3704097044592
"1-Jun-07" -34.9516704552106
"4-Jun-07" -37.5686358994583
"5-Jun-07" -40.2146365868507
"6-Jun-07" -41.652991313401
"7-Jun-07" -42.8563235032253
"8-Jun-07" -42.2409369279313
"11-Jun-07" -40.312128384399
"12-Jun-07" -38.5159927385804
"13-Jun-07" -38.8652990727918
"14-Jun-07" -39.6490551166386
"15-Jun-07" -38.7664526947577
"18-Jun-07" -38.558746694352
"19-Jun-07" -38.3523878237266
"20-Jun-07" -37.9599106600861
"21-Jun-07" -38.5128797148842
"22-Jun-07" -41.0971989348188
"25-Jun-07" -42.2220935198349
"26-Jun-07" -43.2681135551549
"27-Jun-07" -46.3421737273816
"28-Jun-07" -49.8455180413506
"29-Jun-07" -53.9036246067256
"2-Jul-07" -56.3011209721085
"3-Jul-07" -57.9973135796866
"5-Jul-07" -60.1705866631234
"6-Jul-07" -62.6086524955926
"9-Jul-07" -64.1138284078131
"10-Jul-07" -65.3919452341019
"11-Jul-07" -66.3139927061423
"12-Jul-07" -66.5938350388566
"13-Jul-07" -66.4378079371971
"16-Jul-07" -65.1984272679055
"17-Jul-07" -62.0882831476815
"18-Jul-07" -60.0200352358808
"19-Jul-07" -57.4475729261299
"20-Jul-07" -57.347984371593
"23-Jul-07" -57.6463823739953
"24-Jul-07" -57.8796476574868
"25-Jul-07" -58.4494771588184
"26-Jul-07" -57.6944377764292
"27-Jul-07" -57.6859632456794
"30-Jul-07" -56.2661760665872
"31-Jul-07" -55.2745826553815
"1-Aug-07" -53.5609509784834
"2-Aug-07" -50.8953986179372
"3-Aug-07" -48.8948485394782
"6-Aug-07" -47.7615765090802
"7-Aug-07" -46.7154435146971
"8-Aug-07" -43.4887711263688
"9-Aug-07" -41.7641410707579
"10-Aug-07" -40.2741161882474
"13-Aug-07" -38.599017505987
"14-Aug-07" -36.5896044712715
"15-Aug-07" -36.7269302764297
"16-Aug-07" -37.5173976043533
"17-Aug-07" -38.7136560781259
"20-Aug-07" -38.843433767138
